순번,회사명,대표자명,생산품,공장대표주소(도로명),업종명
719,주식회사 바비젼,이주일,"비디오,기타영상기기,기타음향기기제조",서울특별시 영등포구 버드나루로14가길 3 (영등포동7가),비디오 및 기타 영상기기 제조업 외 2 종
720,"주식회사 볼트앤너트 (BOLT&NUT Co.,?Ltd.) ",윤기열,"진단키트 고정판, 진단키트 고정판","서울특별시 영등포구 양산로 96, 에이48 (당산동2가)",절삭가공 및 유사처리업 외 1 종
721,주식회사 새재물산,권순정,모피의류 및 소모품,"서울특별시 영등포구 디지털로 396-1, 지하 (대림동)",모피제품 제조업 외 1 종
722,주식회사 신영금속,이연주,기계부속(스크류),"서울특별시 영등포구 선유로 176, 42호 (양평동3가)",도금업
723,주식회사 아이디시에스,이재석,간판 및 광고물 제조,서울특별시 영등포구 국회대로 632(영등포동7가) 8층 812호,간판 및 광고물 제조업
724,주식회사 아이티레이,김상옥,"소프트웨어, 기억장치","서울특별시 영등포구 당산로41길 11, SK V1 center (당산동4가) W동동 10층층 W1003호 외 1필지",기억장치 제조업 외 2 종
725,주식회사 알파라이트,최안식,"LED다운라이트, 조명용제어장치, LED실내조명등","서울특별시 영등포구 경인로88길 5-8, 2층 (문래동1가)",일반용 전기 조명장치 제조업
726,주식회사 에브리코퍼레이션,신중환,롤 라벨용지,"서울특별시 영등포구 경인로82길 3-4, 3층 321호(문래동1가, 센터플러스) 3층 321호",인쇄용 및 필기용 원지 제조업
727,주식회사 에이스케이오디디,김순결,영상기기,"서울특별시 영등포구 경인로 775, 에이스하이테크시티 2 411 (문래동3가)",비디오 및 기타 영상기기 제조업
728,주식회사 에이엔비솔루션,박성준,안내전광판,서울특별시 영등포구 양평로30길 14 (양평동6가),전시 및 광고용 조명장치 제조업 외 2 종
729,주식회사 에이엔비솔루션,박성준,안내전광판,서울특별시 영등포구 양평로30길 14 (양평동6가) 지2층층 B205호,전시 및 광고용 조명장치 제조업 외 2 종
730,주식회사 에이이디,고형민,태양광 모듈,서울특별시 영등포구 양평로30길 14 (양평동6가) B1층 110호 외 2필지,전동기 및 발전기 제조업
731,주식회사 엔유정보통신,김대성,컴퓨터서버,"서울특별시 영등포구 양평로22길 21, 11층 에이1102호(양평동5가) 11층 에이1102호",컴퓨터 제조업
732,주식회사 엔피코어,한승철,방화벽장치,"서울특별시 영등포구 당산로 171, 701호(당산동4가, 금강 펜테리움 IT타워)",유선 통신장비 제조업
733,주식회사 온품,김유혁,"방송수신기, 비상유닛, 전자접촉기, 보행보조기, 음향발생장치, 온도조절기, 전파탐지기, 비상경보기, 사이렌, 전파탐지기, 전파탐지기, 데이터수집장치","서울특별시 영등포구 당산로49길 13, 지하1층 (당산동6가, A&D 엔지니어링)",유선 통신장비 제조업 외 11 종
734,주식회사 우먼라인코리아,강순분,"기능성, 의료용 섬유제품","서울특별시 영등포구 신길로 199, 3층(신길동)",속옷 및 잠옷 제조업
735,주식회사 윈스타비투비,강가현,"영상정보디스플레이장치, LED전광판, 컴퓨터, 스피커","서울특별시 영등포구 선유로9길 10 (문래동6가) 지하1층 B117,B118호",컴퓨터 제조업 외 6 종
736,주식회사 유브릿지,이병주,"이동전화기, 변조기","서울특별시 영등포구 경인로 775, 2동 1001호(문래동3가, 에이스하이테크시티)",유선 통신장비 제조업 외 2 종
737,주식회사 이노버스,장진혁,REPET(쓰샘),"서울특별시 영등포구 영신로 166, 지1층층 B104호 (영등포동6가) 지1층층 B104호 외 1필지",그 외 기타 일반목적용 기계 제조업
738,주식회사 이에프오,KIM STEVE(김세훈),소화패드,"서울특별시 영등포구 양산로 91, 11층 F1111호(당산동3가) 11층 F1111호",분사기 및 소화기 제조업 외 2 종
739,주식회사 자부심,김광일,간판 및 광고물,"서울특별시 영등포구 선유동1로 31-1, 1,2층 (양평동3가)",간판 및 광고물 제조업 외 4 종
740,주식회사 잔메디텍,설종안,음성인식 스마트 전등 스위치,"서울특별시 영등포구 영등포로 33, 602호(양평동2가, 목동비즈타워)",일반용 전기 조명장치 제조업 외 1 종
741,주식회사 정도테크,김동규,"MAGNETIC PUMP, CHEMICAL PUMP, DIAPHRAGM PUMP, VACCUM PUMP","서울특별시 영등포구 선유로9길 10, 714호(문래동6가, 문래 SK V1 center) 714호",액체 펌프 제조업 외 1 종
742,주식회사 제이엔디케이,이재식,배전반 및 전기 자동제어반,"서울특별시 영등포구 당산로2길 12, 305호(문래동3가, 에이스테크노타워)",배전반 및 전기 자동제어반 제조업
743,주식회사 지오이스트,이병찬,악성AI탐지차단솔루션,"서울특별시 영등포구 선유서로25길 28, 11층 1109,1110호 (양평동2가, 영등포 디스테이트) 11층 1109,1110호",컴퓨터시스템 통합 자문 및 구축 서비스업
744,주식회사 트레이더스,박상구,"데스크톱컴퓨터, 일체형컴퓨터","서울특별시 영등포구 선유로33길 15 (양평동3가) 204호, 205호",컴퓨터 제조업
745,주식회사 티엠코리아,조형진,로봇 부품,"서울특별시 영등포구 도림로141라길 19, 1층(문래동4가)",기어 및 동력전달장치 제조업 외 5 종
746,주식회사 파크드림,이선일,피부적외선체온계,서울특별시 영등포구 양산로 43 (양평동3가) 우림이비지센타 1004호,체외 진단 시약 제조업 외 3 종
747,주식회사 파크드림엔,박혜경,"발열측정기, 비대면열화상카메라, 손소독기 등","서울특별시 영등포구 양산로 43 (양평동3가) 양평동우림 이 비지센타 1004, 1005호","물질 검사, 측정 및 분석기구 제조업"
748,주식회사 펜타게이트,오정훈,"통합관제소프트웨어,영상감시장치","서울특별시 영등포구 경인로 775, 1동 13층 1303 (문래동3가, 에이스하이테크시티)",방송장비 제조업
749,주식회사 포시에스,박미경,"컴퓨터 서버, 컴퓨터 망전환장치","서울특별시 영등포구 경인로 775, 803-17호(문래동3가, 에이스하이테크시티) 803-17호",컴퓨터 제조업
750,주식회사 피플멀티,박훈웅,"무선통신장비, IoT기기",서울특별시 영등포구 영신로 220 (영등포동8가) 513호,기타 무선 통신장비 제조업 외 2 종
751,주영메테크(주),기희준,"기상관측장비,경보제어장비","서울특별시 영등포구 가마산로61길 14 (신길동, 정석학원)","기타 측정, 시험, 항해, 제어 및 정밀기기 제조업 외 2 종"
752,준디자인(주),조용준,"현수막, 인쇄물(기타)","서울특별시 영등포구 경인로82길 3-4, 8층 815 (문래동1가, 센터플러스)",기타 인쇄업 외 1 종
753,중산기계,방귀원,병마개 생산 라인,"서울특별시 영등포구 경인로90길 9-7, 1층 (문래동1가)",그 외 기타 일반목적용 기계 제조업
754,중앙정밀공업사,조승민,프라스틱사출금형,서울특별시 영등포구 문래북로 58-10 (문래동3가),주형 및 금형 제조업
755,중앙하이텔(주),윤석래,유선통신기기,"서울특별시 영등포구 양산로 43, 406호 4층 406호 (양평동3가)",유선 통신장비 제조업 외 2 종
756,지산중공업(주),김상규,유압브레이카,"서울특별시 영등포구 양평로23길 8 (양평동5가, 대동압연공장)",건설 및 채광용 기계장비 제조업
757,진보물산,황태명,"속옷, 마스크등","서울특별시 영등포구 영등포로84길 34, 지하1층 (신길동, 중앙빌딩)",속옷 및 잠옷 제조업 외 1 종
758,진성기계,임복만,금속 기계부품,"서울특별시 영등포구 도림로141라길 19, 1층(문래동4가)",그 외 기타 분류 안된 금속 가공 제품 제조업
759,진성열처리공업(주),홍부옥,열처리가공,서울특별시 영등포구 문래동1가 54-2번지,그 외 기타 일반목적용 기계 제조업 외 1 종
760,진성주물,김규환,기계부품 등,서울특별시 영등포구 도림로145길 19-10 (문래동4가),강주물 주조업 외 2 종
761,진영기계,양영기,"주형, 유압프레스, 건조기","서울특별시 영등포구 경인로82길 3-4, 센터플러스 603호 (문래동1가)",디지털 적층 성형기계 제조업 외 4 종
762,진일공업(주),김진웅,기계공구,"서울특별시 영등포구 경인로82길 3-4, 4층 414호~415호 (문래동1가, 센터플러스)",산업용 난방보일러 및 방열기 제조업 외 1 종
763,진주정밀,이병주,검사게이지및치공구,서울특별시 영등포구 도림로141다길 20-1 (문래동4가),금속 절삭기계 제조업
764,진흥철도차량(주),정종록,철도차량부품,서울특별시 영등포구 도림로141길 22 (문래동4가),철도차량 부품 및 관련 장치물 제조업 외 1 종
765,창성금속,강병기,헤라시보리제품외,서울특별시 영등포구 도림로141가길 30-1 (문래동4가),기타 가공 공작기계 제조업
766,천광전자,전대명,스크린인쇄물,"서울특별시 영등포구 경인로82길 3-4, 센터플러스 515 515호 (문래동1가)",경 인쇄업 외 3 종
767,천우정공,오병옥 외 1인,공업용 나이프류 등,서울특별시 영등포구 선유로43길 28-1 (양평동4가) (총 2 필지) 외 1필지,톱 및 호환성 공구 제조업
768,청송문화인쇄사,한상환,"학습지, 월간지 등","서울특별시 영등포구 양평로22사길 11 (양평동5가, 청송문화인쇄)",경 인쇄업 외 3 종
769,청정문화주식회사,정남균,"인쇄,제본,전산용품",서울특별시 영등포구 영신로32길 10 (영등포동4가),기타 인쇄업 외 1 종
770,칼리그램,김용운,"인쇄출판물, 인쇄출판물, 인쇄출판물, 인쇄출판물","서울특별시 영등포구 양평로 157, 1701호(양평동5가, 선유도 투웨니퍼스트밸리)",기타 인쇄업 외 3 종
771,케이디시스템,이준연,금형 및 기계부품의 열처리,"서울특별시 영등포구 도림로141길 34, 1층 (문래동4가)",금속 열처리업
772,케이엠티시스템(주),김정식,"영상디스플레이정보장치,구내방송장치","서울특별시 영등포구 선유로13길 25, 1309호, 1310호 (문래동6가)",액정 표시장치 제조업 외 6 종
773,케이엠티시스템(주),김정식,"구내방송장치 (스피커, 오디오앰프, 오디오믹서, 오디오프로세서),  전기설비브래킷, 전원공급장치",서울특별시 영등포구 문래동6가 24-1번지 외 4필지 3층 12호,방송장비 제조업 외 13 종
774,코드레일(주),송재권,자동제어반 및 검측장치,"서울특별시 영등포구 선유로13길 25, 1402호 (문래동6가)",철도차량 부품 및 관련 장치물 제조업 외 8 종
775,코아인텍 주식회사,김규환,"유선통신장비, 레이더,항행용 무선기기 및 측량기구","서울특별시 영등포구 양평로21길 26, 13층 1303 (양평동5가)",유선 통신장비 제조업 외 1 종
776,키스텔주식회사,김승일,광전송기/셋탑박스,"서울특별시 영등포구 경인로 775, 에이스하이테크시티 2 1804호 (문래동3가)",유선 통신장비 제조업 외 1 종
777,태광금속,박영희,통신장비,"서울특별시 영등포구 선유로 176, 1층 38호 (양평동3가)",도금업
778,태광특수공업,서영기,쇠 표면처리,서울특별시 영등포구 경인로76길 6 (문래동1가),도금업
779,태백정밀,이길섭,금형,"서울특별시 영등포구 영등포로5길 19 (양평동2가, 동아프라임밸리)",주형 및 금형 제조업
780,태성연마,안홍용,원통연마,서울특별시 영등포구 도림로141다길 22 (문래동4가),그 외 기타 금속가공업
781,태승정공,이영태,"열교환기,LCD장비부품제조",서울특별시 영등포구 경인로78길 13-1 (문래동1가),금속가구제조업
782,태신공업사,권원구,기어,서울특별시 영등포구 경인로77길 36 (문래동4가),비동력식 수공구 제조업
783,태양,정재은,"심폐소생술 모형, 마우스쉴드, 보육실습용인형","서울특별시 영등포구 가마산로46가길 9, 지하 (대림동)",체외 진단 시약 제조업 외 8 종
784,태영인쇄 도서출판누리,김형범,책자,"서울특별시 영등포구 경인로82길 3-4, 5층 506호 (문래동1가, 센터플러스)",경 인쇄업 외 1 종
785,태운전력전자(주),박태운,컨트롤판넬,"서울특별시 영등포구 도영로 80, 101-211 (도림동, 대우미래사랑)",배전반 및 전기 자동제어반 제조업
786,태웅카렌다,강성희,인쇄물,"서울특별시 영등포구 경인로82길 3-4, 208호, 217호 (문래동1가, 센터플러스)",경 인쇄업 외 3 종
787,태원테크,김종신,"반도체부품, 카메라렌지 플레이트 외",서울특별시 영등포구 도림로141길 7 (문래동2가),금속 절삭기계 제조업
788,태유정공,김재근,압출금형 외 기계,서울특별시 영등포구 도림로141가길 28 (문래동4가),기타 가공 공작기계 제조업
789,태창공업사,고장창,철도차량부품,서울특별시 영등포구 양산로1길 4 (양평동3가),철도차량 부품 및 관련 장치물 제조업 외 6 종
790,태창이엔피(주),이금철,기계식자전거주차설비,"서울특별시 영등포구 문래로20길 60, 메가벤처빌딩 5층 504 (문래동3가)",승강기 제조업
791,통일종합A/S센타,이문섭,기타가공공작기계제조,"서울특별시 영등포구 경인로71길 50, 1층(문래동4가, 조흥힐그린)",기타 가공 공작기계 제조업
792,티에스라인시스템(주),최국현,LED 전광판,"서울특별시 영등포구 영신로 220, 4층 403 (영등포동8가, KnK디지털타워)",전시 및 광고용 조명장치 제조업 외 4 종
793,티에스라인시스템주식회사,최국현,"영상정보디스플레이장치, 안내전광판,기상전광판","서울특별시 영등포구 영신로 220, 17층 1705호 (영등포동8가, KnK디지털타워) 17층 1705호",전시 및 광고용 조명장치 제조업 외 1 종
794,티에스인싸이트(유),전해석,LED 전광판,"서울특별시 영등포구 영신로 220, 403호(영등포동8가, KnK디지털타워)",전시 및 광고용 조명장치 제조업 외 1 종
795,티엔씨 퍼스트 주식회사,김광복,"LED조명, 공장등, 양식장등, 집어등, 모니터링 시스템","서울특별시 영등포구 선유로 146 (양평동3가, 이앤씨드림타워) (총 3 필지) 3층 303호",일반용 전기 조명장치 제조업 외 6 종
796,티케이플로우엔지니어링(주),최영식,"유량계, 계측기","서울특별시 영등포구 선유로 146, 13층 1302호 (양평동3가, 이앤씨드림타워)",속도계 및 적산계기 제조업
797,파워테크,이동신,"변압기, AVR, 전원코드","서울특별시 영등포구 경인로71길 70(문래동5가, 벽산디지털밸리) 13층 1301호",변압기 제조업 외 2 종
798,팜커넥트(주)서울지점,김무현,"온습도 장치, 콘트롤박스","서울특별시 영등포구 양평로22길 21, 4층 408호 (양평동5가, 선유도 코오롱디지털타워) 4층 408호 외 2필지",전자감지장치 제조업 외 1 종
799,펜타시큐리티(주),김태균,"방화벽장치, WAPPLES","서울특별시 영등포구 여의공원로 115, 8층(여의도동, 세우빌딩)",기타 주변기기 제조업
800,평화공업사,서정화,기계부품,서울특별시 영등포구 경인로82길 1 (문래동1가),그 외 기타 일반목적용 기계 제조업 외 1 종
801,포듐,김경민,간판,서울특별시 영등포구 선유로 170 (양평동3가),간판 및 광고물 제조업
802,포토브라인드,탁우신,인쇄,"서울특별시 영등포구 영신로 220, 2층 206 (영등포동8가, KnK디지털타워)",기타 인쇄업 외 2 종
803,포토피아,신용국,학교졸업앨범 및 각종 인쇄물,"서울특별시 영등포구 문래북로 142, 25번지 (문래동3가)",기타 인쇄업 외 1 종
804,프린텍원,곽자영,재생토너,"서울특별시 영등포구 당산로16길 5-10, 지하 (당산동1가)",기타 주변기기 제조업
805,피앤에스솔루션,송근영,"디스플레이 장치, 유선통신장치",서울특별시 영등포구 선유로9길 10 (문래동6가) 1동 6층 11호,그 외 기타 전기장비 제조업
806,필로오에이,안평용,제본 천공기 외,"서울특별시 영등포구 당산로27길 18, 6층 (당산동3가)",사무용 기계 및 장비 제조업
807,하나테크,윤석준,기계부품,서울특별시 영등포구 문래동1가 90-1번지,절삭가공 및 유사처리업 외 3 종
808,하비전자,이상훈,"무선조정 장난감제품, 부품","서울특별시 영등포구 대림로35길 8 (대림동, 하비전자)",인형 및 장난감 제조업
809,하우엔지니어링,이서영,펌프,서울특별시 영등포구 양산로 96 (당산동2가),액체 펌프 제조업
810,한국교육기자재(주),박용익,"과학기자재, 교육기자재","서울특별시 영등포구 양평로21길 26, B1층 B105 (양평동5가)",인형 및 장난감 제조업
811,한국미강연합유통 주식회사,배용빈,"쌀겨(미강),쌀눈,쓴메밀,소금","서울특별시 영등포구 선유서로 17, 동 5층 . (문래동5가, 문래동 빅토리 테크노 타워)",기타 곡물 가공품 제조업
812,한국아이엘에스,송경진,포집기/탁도기,"서울특별시 영등포구 경인로82길 3-4, 8층 808호 (문래동1가, 센터플러스)","물질 검사, 측정 및 분석기구 제조업"
813,한국아이티진흥(주),문동인,"컴퓨터서버, 디스크어레이","서울특별시 영등포구 양평로 157, B201호~B203호(양평동5가, 선유도 투웨니퍼스트밸리)",컴퓨터 제조업
814,한국아이티진흥주식회사,문동인,컴퓨터,"서울특별시 영등포구 양평로21가길 19, B동 6층 610~613 (양평동5가, 선유도 우림라이온스밸리B)",컴퓨터 제조업
815,한국안티겔링메탈(주),지용태,"펌프,기계부품,주조",서울특별시 영등포구 영등포로 14 (양평동2가),액체 펌프 제조업 외 1 종
816,한국에스티산업진흥원,이학수,기계제작,"서울특별시 영등포구 버드나루로 96 (당산동, 대양철관)",장식용 목제품 제조업 외 1 종
817,한국요꼬가와전기(주),NAKAJIMA KOICHI,자동제어기 외,"서울특별시 영등포구 선유로45길 21 (양평동4가, 한국요꼬가와전기)",산업처리공정 제어장비 제조업 외 7 종
818,한국전기차인프라기술(주),오세영,전기차충전기,"서울특별시 영등포구 경인로 775 (문래동3가, 에이스하이테크시티) 2동 19층 1901호",속도계 및 적산계기 제조업 외 1 종
819,한국지엘진흥(주),이민상,LED조명,"서울특별시 영등포구 양평로21가길 19, 우림라이온스밸리B-312호 (양평동5가)",일반용 전기 조명장치 제조업 외 1 종
820,한국케스공업사,김한수,케이스,"서울특별시 영등포구 도신로48길 4-1 (신길동, 예쁜피아노학원)",가방 및 기타 보호용 케이스 제조업
821,한국화인썸(주),이용범,전기로 및 가스 콘트롤 시스템 장비,"서울특별시 영등포구 경인로71길 70, 203호(문래동5가, 벽산디지털밸리) 203호","산업용 오븐, 노 및 노용 버너 제조업 외 1 종"
822,한국후로스,신이례,"FLOW controller,batch controller,datalogger,trnsmitter","서울특별시 영등포구 도림로 184 (대림동, 수안빌딩)",기기용 자동측정 및 제어장치 제조업
823,한림문화사,이재선,인쇄물,"서울특별시 영등포구 경인로82길 3-4, 센터플러스 2층 222호 (문래동1가)",경 인쇄업 외 2 종
824,한미상사,박노산,상업용인쇄,"서울특별시 영등포구 국회대로54길 25 (영등포동7가, 영등포경리속셈학원)",기타 인쇄업 외 1 종
825,한배통상(주),이춘석,에어포장재,"서울특별시 영등포구 양산로 43, 3층 312호 3층 312호 (양평동3가)",그 외 기타 플라스틱 제품 제조업
826,한보인쇄사,정용식,은행양식,서울특별시 영등포구 양산로19길 15 (당산동3가),기타 인쇄업 외 1 종
827,한빛테크랩,이승준,"시제품제작,산업용기계제작,정밀부품가공",서울특별시 영등포구 선유로 22 (문래동4가),주형 및 금형 제조업 외 1 종
828,한서정밀,도수현,"기계부품,반도체부품,금형,자동차부품,의료기기,국방부품,개발품종(샘플)외 다품종 소량생산",서울특별시 영등포구 도림로141나길 9-1 (문래동4가),무기 및 총포탄 제조업 외 12 종
829,한성정밀,마용덕,기계부품,서울특별시 영등포구 문래동1가 56-5번지,반도체제조용기계제조업 외 1 종
830,한승기술,이은신,"내진스토퍼, 내진소화전받침대, 내진소방버침대 등","서울특별시 영등포구 경인로82길 3-4, 5층 522 (문래동1가, 센터플러스)",소방시설 공사업
831,한신공업,전승근,주철밸브,"서울특별시 영등포구 영등포로 26-1, 1층 103호(양평동2가) (양평동2가)","탭, 밸브 및 유사장치 제조업"
832,한신산업,김종범,철도차량부품,서울특별시 영등포구 도림로141길 22 (문래동4가),철도차량 부품 및 관련 장치물 제조업 외 4 종
833,한신정공(주),김주식,"금형,기계부속",서울특별시 영등포구 당산동6가 343-3번지,주형 및 금형 제조업 외 1 종
834,한양식품,서진석,떡류,"서울특별시 영등포구 대림로34길 19-2, 지하, 1층 (대림동)",떡류 제조업
835,한양식품,변재기,두부,"서울특별시 영등포구 여의대방로51길 15 (신길동, 금송리빙텔)",두부 및 유사식품 제조업
836,한양신문인쇄(주)지점,이준섭,생활정보지,서울특별시 영등포구 선유서로 19 (문래동5가),기타 인쇄업 외 1 종
837,한양종합엔지니어링,남궁경숙,"전자장수처리장치,냉각수살균장치 등",서울특별시 영등포구 경인로92길 6 (문래동1가),자석및자석제품제조업 외 1 종
838,한영산기,김선규,벨트크리너,"서울특별시 영등포구 양평로28길 3 (양평동6가, 삼흥유압공업사)",그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종
839,한일지업(주),황인형,골판지 상자 등,서울특별시 영등포구 영신로32길 17 (영등포동4가),골판지 제조업 외 2 종
840,한진아트센타,김영복,스티커 외,"서울특별시 영등포구 경인로82길 3-4, 306호 (문래동1가)",그 외 기타 종이 및 판지 제품 제조업 외 3 종
841,합동인쇄,최성환,상업인쇄물,서울특별시 영등포구 영신로32길 16-1 (영등포동4가),경 인쇄업 외 2 종
842,현대금속,임기운,도금,"서울특별시 영등포구 선유로 176, 1층 72호 (양평동3가)",도금업
843,현대시스템,이종훈,"가방, 알루미늄케이스",서울특별시 영등포구 영신로 22-15 (영등포동),가방 및 기타 보호용 케이스 제조업
844,현대전기,이종민,직류전원장치,"서울특별시 영등포구 당산로50길 16 (당산동6가, 스카이빌)",기타 전기 변환장치 제조업 외 1 종
845,현대종합중전기(주),이규남,"모터, 감속기","서울특별시 영등포구 선유로 176, 52호 (양평동3가)",전동기 및 발전기 제조업
846,현성바스주식회사,장남수,"배전반,전기전자제어반,신호경보제어반,방송음향영상제어기","서울특별시 영등포구 양평로14길 4, 2층 (당산동6가, 환희빌딩)",배전반 및 전기 자동제어반 제조업 외 2 종
847,현성툴테크,김현래,공작기계용 절삭공구,서울특별시 영등포구 도림로125가길 6-1 (문래동2가),공구 소매업
848,현일기계,윤희석,기계부품,서울특별시 영등포구 경인로72길 11-4 (문래동1가),기타 가공 공작기계 제조업 외 2 종
849,협동조합 정수,김의찬,"소켓,인너튜브,의료용밸브,의료용지팡이,항공기용부싱,로켓발사대 등",서울특별시 영등포구 도림로125가길 13 (문래동2가),무기 및 총포탄 제조업 외 7 종
850,형제고무,박예식,고무제품,서울특별시 영등포구 양평로28다길 3 (양평동6가),그 외 기타 고무제품 제조업
851,혜성 p.v.c건설,김치용,pvc fan&pvc닥트,"서울특별시 영등포구 선유로 115, 1층 7호 (양평동1가)",산업용 송풍기 및 배기장치 제조업
852,호경엔지니어링,정동원,"금형, 플라스틱 제품","서울특별시 영등포구 양산로 34 (양평동1가, 동신교통(주))",그 외 기타 플라스틱 제품 제조업 외 1 종
853,호진엔지니어링(주),이동성,"PLC(자동화)시스템, LED등기구 외","서울특별시 영등포구 선유로9길 10, 6층 602 (문래동6가)",전기회로 접속장치 제조업 외 1 종
854,홈넷홈 주식회사,이정원,홈네트워크 제품,"서울특별시 영등포구 양산로 43, 3층 301 (양평동3가, 양평동우림 이 비지센타)",유선 통신장비 제조업
855,홍진산업,왕병찬,"저울부품, 현상기부품",서울특별시 영등포구 도신로 195-9 (신길동),그 외 기타 일반목적용 기계 제조업 외 1 종
856,화성진공열처리,정영민,금속열처리 가공품,서울특별시 영등포구 도림로147길 12 (문래동4가),금속 열처리업
857,환영기획인쇄,김철수,인쇄물,"서울특별시 영등포구 경인로82길 3-4, 센터플러스 918호 (문래동1가)",제판 및 조판업 외 2 종
858,효성금속열처리,이하용,금속열처리,서울특별시 영등포구 선유로 176 (양평동3가),금속 열처리업
859,효신전기(주),문용호,밸브,서울특별시 영등포구 선유동1로 24-7 (당산동2가),그 외 기타 전자부품 제조업 외 4 종
860,훈테크,이채훈,자동화 부품,"서울특별시 영등포구 경인로71길 50, A동 1층 (문래동4가, 조흥힐그린)",절삭가공 및 유사처리업
